Source,SourcePath,SourcePort,SourcePortKind,SourcePortIndex,Destination,DestinationPath,DestinationPort,DestinationPortKind,DestinationPortIndex,Origin
"Mechanical model","untitled1/Asynchronous Machine
SI Units3/Mechanical model",1,inport,2,"Measurements","untitled1/Asynchronous Machine
SI Units3/Measurements",-1,inport,2,pc
"Measurements","untitled1/Asynchronous Machine
SI Units3/Measurements",-1,outport,1,"m","untitled1/Asynchronous Machine
SI Units3/m",-1,inport,1,pc
"electric","untitled1/Asynchronous Machine
SI Units3/Measurements/electric",-1,outport,1,"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",-1,inport,1,pc
"mechanic","untitled1/Asynchronous Machine
SI Units3/Measurements/mechanic",-1,outport,1,"Demux1","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux1",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",0,outport,1,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",1,outport,2,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,2,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",2,outport,3,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,3,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",3,outport,4,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,4,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",4,outport,5,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,5,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",5,outport,6,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,6,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",6,outport,7,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,7,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",7,outport,8,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,8,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",8,outport,9,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,9,pc
"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,1,pc
"Demux1","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux1",0,outport,1,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator3",-1,inport,1,pc
"Demux1","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux1",1,outport,2,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator3",-1,inport,2,pc
"Demux1","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux1",2,outport,3,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator3",-1,inport,3,pc
"Bus
Creator3","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator3",-1,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,4,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",9,outport,10,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",10,outport,11,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,2,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",11,outport,12,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,3,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",12,outport,13,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,4,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",13,outport,14,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,5,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",14,outport,15,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,6,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",15,outport,16,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,7,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",16,outport,17,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,8,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",17,outport,18,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,9,pc
"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,2,pc
"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",0,inport,9,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,1,pc
"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",0,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,2,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",18,outport,15,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,3,pc
"Bus
Creator3","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator3",0,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,4,pc
"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,outport,1,"Measurements","untitled1/Asynchronous Machine
SI Units3/Measurements/Measurements",-1,inport,1,pc
"electric","untitled1/Asynchronous Machine
SI Units3/Measurements/electric",0,outport,1,"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",-1,outport,1,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator2",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",-1,outport,10,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator4",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux",-1,outport,19,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",-1,inport,3,pc
"mechanic","untitled1/Asynchronous Machine
SI Units3/Measurements/mechanic",0,outport,1,"Demux1","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux1",-1,inport,1,pc
"Demux1","untitled1/Asynchronous Machine
SI Units3/Measurements/Demux1",-1,outport,1,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator3",-1,inport,1,pc
"Bus
Creator5","untitled1/Asynchronous Machine
SI Units3/Measurements/Bus
Creator5",0,outport,1,"Measurements","untitled1/Asynchronous Machine
SI Units3/Measurements/Measurements",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units3/Electrical model",3,outport,4,"Mechanical model","untitled1/Asynchronous Machine
SI Units3/Mechanical model",-1,inport,1,pc
"mec","untitled1/Asynchronous Machine
SI Units3/mec",0,outport,1,"Mechanical model","untitled1/Asynchronous Machine
SI Units3/Mechanical model",-1,inport,2,pc
"Mechanical model","untitled1/Asynchronous Machine
SI Units3/Mechanical model",-1,outport,1,"Electrical model","untitled1/Asynchronous Machine
SI Units3/Electrical model",-1,inport,2,pc
"Mechanical model","untitled1/Asynchronous Machine
SI Units3/Mechanical model",-1,outport,2,"Measurements","untitled1/Asynchronous Machine
SI Units3/Measurements",-1,inport,2,pc
"Te","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Te",-1,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",-1,inport,2,pc
"Te","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Te",-1,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",-1,inport,2,pc
"input","untitled1/Asynchronous Machine
SI Units3/Mechanical model/input",-1,outport,1,"1_Tb2","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_Tb2",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor angle thetam",0,outport,1,"1\p","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1\p",-1,inport,1,pc
"1\p","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1\p",-1,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",-1,inport,3,pc
"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",0,outport,1,"1_2H","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_2H",-1,inport,1,pc
"1_2H","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_2H",-1,outport,1,"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",-1,inport,1,pc
"input","untitled1/Asynchronous Machine
SI Units3/Mechanical model/input",0,outport,1,"1_Tb2","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_Tb2",-1,inport,1,pc
"1_Tb2","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_Tb2",-1,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",0,outport,1,"F","untitled1/Asynchronous Machine
SI Units3/Mechanical model/F",-1,inport,1,pc
"F","untitled1/Asynchronous Machine
SI Units3/Mechanical model/F",-1,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",-1,inport,3,pc
"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",0,outport,1,"Gain","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Gain",-1,inport,1,pc
"Gain","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Gain",-1,outport,1,"m","untitled1/Asynchronous Machine
SI Units3/Mechanical model/m",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor angle thetam",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux3",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux3",-1,inport,2,pc
"Mux3","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux3",-1,outport,1,"thr,wr","untitled1/Asynchronous Machine
SI Units3/Mechanical model/thr,wr",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",0,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",-1,inport,1,pc
"Te","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Te",0,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",-1,inport,2,pc
"1\p","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1\p",0,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",-1,inport,3,pc
"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",-1,outport,1,"Gain","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Gain",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units3/Mechanical model/web_psb",0,outport,1,"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor angle thetam",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor angle thetam",-1,outport,1,"1\p","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1\p",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor angle thetam",-1,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux3",-1,inport,1,pc
"1_2H","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_2H",0,outport,1,"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",-1,outport,1,"F","untitled1/Asynchronous Machine
SI Units3/Mechanical model/F",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",-1,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux3",-1,inport,2,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",-1,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux4",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",-1,outport,1,"web_psb","untitled1/Asynchronous Machine
SI Units3/Mechanical model/web_psb",-1,inport,1,pc
"1_Tb2","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_Tb2",0,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",-1,inport,1,pc
"Te","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Te",0,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",-1,inport,2,pc
"F","untitled1/Asynchronous Machine
SI Units3/Mechanical model/F",0,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",-1,inport,3,pc
"Sum","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Sum",-1,outport,1,"1_2H","untitled1/Asynchronous Machine
SI Units3/Mechanical model/1_2H",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor speed (wm)",0,outport,1,"web_psb","untitled1/Asynchronous Machine
SI Units3/Mechanical model/web_psb",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units3/Mechanical model/web_psb",-1,outport,1,"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Rotor angle thetam",-1,inport,1,pc
"Mux3","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Mux3",0,outport,1,"thr,wr","untitled1/Asynchronous Machine
SI Units3/Mechanical model/thr,wr",-1,inport,1,pc
"Gain","untitled1/Asynchronous Machine
SI Units3/Mechanical model/Gain",0,outport,1,"m","untitled1/Asynchronous Machine
SI Units3/Mechanical model/m",-1,inport,1,pc
"A","untitled1/Asynchronous Machine
SI Units3/A",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units3/ASM",-1,,-1,pc
"B","untitled1/Asynchronous Machine
SI Units3/B",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units3/ASM",-1,,-1,pc
"C","untitled1/Asynchronous Machine
SI Units3/C",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units3/ASM",-1,,-1,pc
"a","untitled1/Asynchronous Machine
SI Units3/a",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units3/ASM",-1,,-1,pc
"b","untitled1/Asynchronous Machine
SI Units3/b",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units3/ASM",-1,,-1,pc
"c","untitled1/Asynchronous Machine
SI Units3/c",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units3/ASM",-1,,-1,pc
"Measurements","untitled1/Asynchronous Machine
SI Units3/Measurements",0,outport,1,"m","untitled1/Asynchronous Machine
SI Units3/m",-1,inport,1,pc
"Asynchronous Machine
SI Units","untitled1/Asynchronous Machine
SI Units",0,rconn,1,"Bus
Selector","untitled1/Bus
Selector",-1,inport,1,pc
"Bus
Selector","untitled1/Bus
Selector",-1,outport,2,"Goto","untitled1/Goto",-1,inport,1,pc
"Asynchronous Machine
SI Units","untitled1/Asynchronous Machine
SI Units",0,rconn,3,"Bus
Selector1","untitled1/Bus
Selector1",-1,inport,1,pc
"Bus
Selector1","untitled1/Bus
Selector1",-1,outport,2,"Goto1","untitled1/Goto1",-1,inport,1,pc
"Asynchronous Machine
SI Units","untitled1/Asynchronous Machine
SI Units",0,rconn,3,"Bus
Selector2","untitled1/Bus
Selector2",-1,inport,1,pc
"Bus
Selector2","untitled1/Bus
Selector2",-1,outport,2,"Goto2","untitled1/Goto2",-1,inport,1,pc
"Constant","untitled1/Constant",-1,outport,1,"Mux","untitled1/Mux",-1,inport,2,pc
"Sine Wave","untitled1/Sine Wave",0,outport,1,"Controlled Voltage Source","untitled1/Controlled Voltage Source",-1,inport,1,pc
"Controlled Voltage Source","untitled1/Controlled Voltage Source",-1,lconn,1,"Multi-Winding
Transformer","untitled1/Multi-Winding
Transformer",-1,,-1,pc
"Controlled Voltage Source","untitled1/Controlled Voltage Source",-1,rconn,1,"Current Measurement3","untitled1/Current Measurement3",-1,,-1,pc
"s","untitled1/Controlled Voltage Source/s",-1,outport,1,"Goto","untitled1/Controlled Voltage Source/Goto",-1,inport,1,pc
"ControlledVoltageSource","untitled1/Controlled Voltage Source/ControlledVoltageSource",-1,lconn,1,"-","untitled1/Controlled Voltage Source/-",-1,,-1,pc
"ControlledVoltageSource","untitled1/Controlled Voltage Source/ControlledVoltageSource",-1,rconn,1,"+","untitled1/Controlled Voltage Source/+",-1,,-1,pc
"s","untitled1/Controlled Voltage Source/s",0,outport,1,"Goto","untitled1/Controlled Voltage Source/Goto",-1,inport,1,pc
"-","untitled1/Controlled Voltage Source/-",-1,rconn,1,"ControlledVoltageSource","untitled1/Controlled Voltage Source/ControlledVoltageSource",-1,,-1,pc
"+","untitled1/Controlled Voltage Source/+",-1,rconn,1,"ControlledVoltageSource","untitled1/Controlled Voltage Source/ControlledVoltageSource",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Goto6","untitled1/Goto6",-1,inport,1,pc
"Current Measurement","untitled1/Current Measurement",-1,lconn,1,"Series RLC Load5","untitled1/Series RLC Load5",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Universal Bridge1","untitled1/Universal Bridge1",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Series RLC Load9","untitled1/Series RLC Load9",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Universal Bridge5","untitled1/Universal Bridge5",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Series RLC Load6","untitled1/Series RLC Load6",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Universal Bridge4","untitled1/Universal Bridge4",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Universal Bridge3","untitled1/Universal Bridge3",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Series RLC Load4","untitled1/Series RLC Load4",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Voltage Measurement","untitled1/Voltage Measurement",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Series RLC Load2","untitled1/Series RLC Load2",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Universal Bridge","untitled1/Universal Bridge",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Series RLC Load","untitled1/Series RLC Load",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Universal Bridge2","untitled1/Universal Bridge2",-1,,-1,pc
"Current Measurement","untitled1/Current Measurement",-1,outport,1,"Series RLC Load1","untitled1/Series RLC Load1",-1,,-1,pc
"CurrentMeasurement","untitled1/Current Measurement/CurrentMeasurement",-1,lconn,1,"+","untitled1/Current Measurement/+",-1,,-1,pc
"CurrentMeasurement","untitled1/Current Measurement/CurrentMeasurement",-1,rconn,1,"-","untitled1/Current Measurement/-",-1,,-1,pc
"source","untitled1/Current Measurement/source",0,outport,1,"Model","untitled1/Current Measurement/Model",-1,inport,1,pc
"Model","untitled1/Current Measurement/Model",-1,outport,1,"do not
delete
this gain","untitled1/Current Measurement/do not
delete
this gain",-1,inport,1,pc
"in","untitled1/Current Measurement/Model/in",-1,outport,1,"out","untitled1/Current Measurement/Model/out",-1,inport,1,pc
"in","untitled1/Current Measurement/Model/in",0,outport,1,"out","untitled1/Current Measurement/Model/out",-1,inport,1,pc
"Model","untitled1/Current Measurement/Model",0,outport,1,"do not
delete
this gain","untitled1/Current Measurement/do not
delete
this gain",-1,inport,1,pc
"do not
delete
this gain","untitled1/Current Measurement/do not
delete
this gain",-1,outport,1,"i","untitled1/Current Measurement/i",-1,inport,1,pc
"source","untitled1/Current Measurement/source",-1,outport,1,"Model","untitled1/Current Measurement/Model",-1,inport,1,pc
"+","untitled1/Current Measurement/+",-1,rconn,1,"CurrentMeasurement","untitled1/Current Measurement/CurrentMeasurement",-1,,-1,pc
"-","untitled1/Current Measurement/-",-1,rconn,1,"CurrentMeasurement","untitled1/Current Measurement/CurrentMeasurement",-1,,-1,pc
